47,598,1
47,597,1
47,596,1
47,595,1
47,594,1
48,593,1
48,592,1
48,591,1
48,590,1
48,589,1
48,588,1
49,587,1
49,586,1
49,585,1
49,584,1
49,583,1
49,582,1
49,581,1
49,580,1
49,579,1
49,578,1
50,577,1
50,576,1
50,575,1
50,574,1
50,573,1
51,572,1
51,571,1
51,570,1
51,569,1
51,568,1
51,567,1
52,566,1
52,565,1
52,564,1
52,563,1
52,562,1
52,561,1
53,560,1
53,559,1
53,558,1
53,557,1
53,556,1
53,555,1
53,554,1
54,553,1
54,552,1
54,551,1
54,550,1
54,549,1
54,548,1
54,547,1
55,546,1
55,545,1
55,544,1
55,543,1
55,542,1
55,541,1
56,540,1
56,539,1
56,538,1
56,537,1
57,536,1
57,535,1
57,534,1
57,533,1
58,532,1
58,531,1
58,530,1
58,529,1
59,528,1
59,527,1
59,526,1
59,525,1
59,524,1
59,523,1
60,522,1
60,521,1
60,520,1
60,519,1
60,518,1
60,517,1
60,516,1
61,515,1
61,514,1
61,513,1
61,512,1
62,511,1
62,510,1
62,509,1
62,508,1
62,507,1
63,506,1
63,505,1
63,504,1
63,503,1
64,502,1
64,501,1
64,500,1
64,499,1
64,498,1
65,497,1
65,496,1
65,495,1
65,494,1
65,493,1
66,492,1
66,491,1
66,490,1
66,489,1
67,488,1
67,487,1
67,486,1
68,485,1
68,484,1
68,483,1
69,482,1
69,481,1
69,480,1
69,479,1
70,479,1
70,478,1
70,477,1
70,476,1
70,475,1
70,474,1
71,473,1
71,472,1
71,471,1
71,470,1
72,469,1
72,468,1
72,467,1
73,466,1
73,465,1
73,464,1
73,463,1
74,462,1
74,461,1
74,460,1
74,459,1
75,458,1
75,457,1
75,456,1
75,455,1
75,454,1
75,453,1
76,452,1
76,451,1
76,450,1
76,449,1
77,448,1
77,447,1
77,446,1
78,445,1
78,444,1
78,443,1
78,442,1
79,441,1
79,440,1
79,439,1
80,438,1
80,437,1
80,436,1
81,435,1
81,434,1
82,433,1
82,432,1
82,431,1
83,430,1
83,429,1
83,428,1
84,427,1
84,426,1
84,425,1
84,424,1
85,423,1
85,422,1
85,421,1
85,420,1
86,419,1
86,418,1
86,417,1
87,416,1
87,415,1
87,414,1
87,413,1
88,412,1
88,411,1
88,410,1
88,409,1
89,408,1
89,407,1
89,406,1
90,405,1
90,404,1
90,403,1
91,402,1
91,401,1
92,400,1
92,399,1
92,398,1
93,397,1
93,396,1
93,395,1
94,394,1
94,393,1
94,392,1
95,391,1
95,390,1
96,389,1
96,388,1
96,387,1
97,386,1
97,385,1
97,384,1
98,383,1
98,382,1
98,381,1
99,380,1
99,379,1
100,378,1
100,377,1
100,376,1
101,375,1
101,374,1
101,373,1
102,372,1
102,371,1
102,370,1
103,369,1
103,368,1
103,367,1
104,366,1
104,365,1
104,364,1
105,363,1
105,362,1
105,361,1
106,360,1
106,359,1
106,358,1
107,357,1
107,356,1
108,355,1
108,354,1
108,353,1
109,352,1
109,351,1
109,350,1
110,349,1
110,348,1
111,347,1
111,346,1
112,345,1
112,344,1
113,343,1
113,342,1
114,341,1
114,340,1
114,339,1
115,338,1
115,337,1
116,336,1
116,335,1
117,334,1
117,333,1
118,332,1
118,331,1
119,330,1
119,329,1
119,328,1
120,327,1
120,326,1
121,325,1
121,324,1
122,323,1
122,322,1
123,321,1
123,320,1
124,319,1
124,318,1
124,317,1
125,316,1
125,315,1
126,314,1
126,313,1
127,312,1
127,311,1
127,310,1
128,309,1
128,308,1
129,307,1
129,306,1
129,305,1
130,304,1
130,303,1
131,302,1
131,301,1
132,300,1
132,299,1
133,298,1
133,297,1
134,296,1
134,295,1
135,294,1
135,293,1
136,292,1
136,291,1
137,290,1
138,289,1
138,288,1
139,287,1
139,286,1
